full_text,username,created_at
tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban tertimbun tanah wujud nyata berperan negeri,kevienm,Thu Feb 29 08:05:48 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi,polreshalut_,Thu Feb 29 08:03:05 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,HumasPolsekMS,Thu Feb 29 08:02:38 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,BeritaHumasBpn,Thu Feb 29 08:00:57 +0000 2024
allah sedih banget baca berita semoga ibu selamat semua terima kasih polri bantu evakuasi,angetgoreng_,Thu Feb 29 08:00:56 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,Humas439,Thu Feb 29 08:00:46 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,PolsekBukateja,Thu Feb 29 08:00:18 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,polresdompuntb,Thu Feb 29 08:00:14 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi terutama daerah berdekatan,HumasPoldaRiau,Thu Feb 29 07:59:58 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban,HmsPoldaPapua,Thu Feb 29 07:59:25 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,HumaspolresKaur,Thu Feb 29 07:58:17 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,polresdompuntb,Thu Feb 29 07:57:23 +0000 2024
polisi tetap humanis berperan untuknegeri bhabinkamtibmas membantu evakuasi warga sakit,JujunSatu,Thu Feb 29 07:57:08 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun,LebongPolres,Thu Feb 29 07:56:46 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,Polsekmapsu19,Thu Feb 29 07:55:33 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,humaspralon,Thu Feb 29 07:55:05 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi terutama daerah berdekatan,HumasPolsekMS,Thu Feb 29 07:54:43 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban,Polrestro_Depok,Thu Feb 29 07:54:22 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,BIDHumas_SB,Thu Feb 29 07:54:03 +0000 2024
bencana alam tanah longsor melanda wilayah kabluwu sulawesi selatan tim sar gabtnipolri bpbd instansi terkait berperan negeri dg bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,PolsekBdg,Thu Feb 29 07:53:09 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,PolsekBdg,Thu Feb 29 07:52:01 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan membersihkan sisa timbunan tanah menutupi akses jalan,HPolresttu,Thu Feb 29 07:52:01 +0000 2024
salut kinerja tnipolri semakin gesit menangani masalah terkini terjadi indonesia salah satunya nih untung aja evakuasi penyelamatan segera dilakukan berperan untuknegeri,aresphrodite,Thu Feb 29 07:51:34 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,PolsekKuken,Thu Feb 29 07:51:28 +0000 2024
terima kasih bhabinkamtibmas pulau pramuka berperan untuknegeri membantu evakuasi masyarakat,pripysss,Thu Feb 29 07:51:24 +0000 2024
potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi akses jalan,Polda_Malut,Thu Feb 29 07:51:16 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,polrespdpanjang,Thu Feb 29 07:50:53 +0000 2024
potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi akses jalan,Polsekbojongs11,Thu Feb 29 07:49:55 +0000 2024
terutama daerah berdekatan bantaran sungai akibatnya aliran air deras cepat masuk pemukiman warga personel polri sigap melaksanakan proses evakuasi menggunakan perlengkapan darurat bahkan kegelapan malam,CipondohHumas,Thu Feb 29 07:49:46 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi,CipondohHumas,Thu Feb 29 07:49:36 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,humaspoldajbr,Thu Feb 29 07:48:41 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,Humaspolressbg_,Thu Feb 29 07:48:36 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,Polreskubar1,Thu Feb 29 07:48:29 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,PolsekAntapani_,Thu Feb 29 07:47:44 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban,polres_soetta,Thu Feb 29 07:47:38 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulsel tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,Humaspolressbg_,Thu Feb 29 07:47:30 +0000 2024
potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi akses jalan,PolsekWirobraj3,Thu Feb 29 07:47:17 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,polres_soetta,Thu Feb 29 07:46:57 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,HPolresttu,Thu Feb 29 07:46:41 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa,Humas_Respasbar,Thu Feb 29 07:46:40 +0000 2024
bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah diketahui tanah longsor tersebut diakibatkan intensitas curah hujan tinggi wujud nyata,POLSEKPAMEUNGP6,Thu Feb 29 07:46:06 +0000 2024
tnipolri hadir kemanusiaan potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kab luwu sulsel proses evakuasi personel turut membersihkan sisa timbunan tanah menutupi akses jalan,humasressleman,Thu Feb 29 07:46:03 +0000 2024
polisi bantu evakuasi ibu yg terjebak macet akibat longsor lampung barat wah sih banget terimakasih polri berperan negeri,giyomiv,Thu Feb 29 07:44:59 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut,GkPatuk,Thu Feb 29 07:43:30 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,Polreskubar1,Thu Feb 29 07:43:15 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatanselain proses evakuasi personel gabungan turut membersihkan sisa timbunan menutupi akses jalan,humassekbtg,Thu Feb 29 07:42:57 +0000 2024
respect pak polisi siap siaga langsung membantu evakuasi warga,Facemistbycelyn,Thu Feb 29 07:42:56 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi,PolsekBukateja,Thu Feb 29 07:42:13 +0000 2024
longsor diakibatkan hujan tinggi membuat wilayah kabupaten luwu sulawesi selatan terkena longsor tim sar gabungan tnipolri bpbd instansi melakukan evakuasi wujud nyata berperan negeri,ipalpengenwin,Thu Feb 29 07:41:49 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,HumasMimika,Thu Feb 29 07:41:17 +0000 2024
biasanya terjadi bencana berbagai daerah indonesia jajaran tnipolri bahumembahu membantu warga terdampak bencana membantu evakuasi tempat terkena bencana berperan negeri salut,liyttlestar,Thu Feb 29 07:41:04 +0000 2024
proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi akses jalan,res_belu,Thu Feb 29 07:40:54 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,res_belu,Thu Feb 29 07:40:47 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,polseklimbang4n,Thu Feb 29 07:40:44 +0000 2024
biasanya terjadi bencana berbagai daerah indonesia jajaran tnipolri bahumembahu membantu warga terdampak bencana membantu evakuasi tempat terkena bencana salut,liyttlestar,Thu Feb 29 07:40:10 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,polseklimbang4n,Thu Feb 29 07:39:52 +0000 2024
tim sar gabungan tni polri bpbd berperan negeri bergotong royong pencaharian evakuasi korban berperan negeri,xxxtxyy,Thu Feb 29 07:39:44 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan,POLSEKPAMEUNGP6,Thu Feb 29 07:39:14 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi,paseh_polsek,Thu Feb 29 07:39:00 +0000 2024
polisi tni bahu membahu proses evakuasi korban tertimbun tanah longsor terdapat 210 rumah terisolado kadumanis brebes berperan untuknegeri,anisameliia,Thu Feb 29 07:38:49 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulsel proses evakuasi personel gabungan turut membersihkan jalan,SihumasResSkw,Thu Feb 29 07:38:35 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutup,Polsekbarossmi,Thu Feb 29 07:38:07 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban,kuansing_humas,Thu Feb 29 07:37:39 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan polisi evakuasi ibu hami terjebak macet akibat longsor berperan untuknegeri,twxinkly,Thu Feb 29 07:37:35 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,CipondohHumas,Thu Feb 29 07:36:57 +0000 2024
bencana tanah longsor daerah puncak tnipolri relawan sukarela melakukan evakuasi korban menyediakan tempat penampungan memberikan bantuan logistik medis korban terdampak wujud nyata berperan negeri,geovanisani,Thu Feb 29 07:36:18 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi,res_belu,Thu Feb 29 07:36:02 +0000 2024
potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi akses jalan,polresmateng,Thu Feb 29 07:36:00 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban,SihumasResSkw,Thu Feb 29 07:35:29 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,bungoropolsek1,Thu Feb 29 07:35:25 +0000 2024
potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi akses jalan,KerinciPolres,Thu Feb 29 07:35:15 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,HumasKaltara,Thu Feb 29 07:35:09 +0000 2024
bencana alam tanah longsor melanda wilayah kadumanis brebes tim sar gabungan terdiri tnipolri bpbd instansi terkait bersama sama melakukan evakuasi korban bentuk nyata berperan negeri,urfav_matcha,Thu Feb 29 07:35:05 +0000 2024
alhamdulillah polisi berhasil evakuasi ibu terjebak macet akibat longsor lampung keren banget gerak cepat banget anggotanya bener bener terima kasih polri berperan negeri,martbaktelurrrr,Thu Feb 29 07:34:59 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,SuhardiTeny,Thu Feb 29 07:33:13 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi,Humasres_Rohil,Thu Feb 29 07:33:10 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,HumasPulau,Thu Feb 29 07:32:48 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi,PolisiPalemban3,Thu Feb 29 07:32:46 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,TeluknagaP74044,Thu Feb 29 07:32:32 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,polsekneglasari,Thu Feb 29 07:32:10 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,polsekneglasari,Thu Feb 29 07:31:13 +0000 2024
salut banget sama tim kepolisian bhabinkamtibmas pulau pramuka membantu evakuasi warga sakit pulau panggang rsud sangat berjasa bukti berperan negeri tercinta,twicaa,Thu Feb 29 07:30:53 +0000 2024
salut sekali polri bhabinkamtibmas pulau pramuka saling membahu memberikan pertolongan warga sakit evakuasi rsud berperan negeri,As_Nauli2,Thu Feb 29 07:30:51 +0000 2024
polisi melakukan evakuasi ibu terjebak macet akibat longsor berperan untuknegeri,AarraRisnawati,Thu Feb 29 07:30:51 +0000 2024
tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban tertimbun tanah akibat bencana tanah longsor kabupaten luwu,prasetya9585,Thu Feb 29 07:30:37 +0000 2024
beberapa daerah terkena dampak bencana banjir tanah longsor akibat cuaca curah hujan tinggi sigap polri membantu evakuasi warga daerah tersebut semua wujud nyata polri berperan negeri,sibukbengong,Thu Feb 29 07:30:26 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,PolsekAntapani_,Thu Feb 29 07:30:13 +0000 2024
bener bener bravo polri saling bekerja sama masyarakat membantu evakuasi warga yg sakit rsud sangat berperan negeri,Susanjemima123,Thu Feb 29 07:30:06 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi,FirmanRiza6,Thu Feb 29 07:30:03 +0000 2024
polisi keren banget nih evakuasi ibu terjebak macet longsor lampung barat mantap terima kasih polri udah berperan negeri,OceanOfMind2995,Thu Feb 29 07:29:45 +0000 2024
tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban tertimbun tanah akibat bencana tanah longsor kabupaten luwu,asyilaretno,Thu Feb 29 07:29:28 +0000 2024
tim sar gabungan tnipolri bpbd instansi terkait kabupaten luwu sulawesi selatan berkolaborasi pencarianamp evakuasi korban yg tertimbun tanah akibat bencana alam tanah longsor yg dipicu curah hujan tinggi berperan untuknegeri,ghftyr44,Thu Feb 29 07:29:17 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,polresta_manado,Thu Feb 29 07:28:57 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi,HumasKaltara,Thu Feb 29 07:28:26 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,Humasres_Rohil,Thu Feb 29 07:28:09 +0000 2024
humas polsek johar baru polres metro jakarta pusat tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan,POLSEK_JOHAR,Thu Feb 29 07:28:07 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban tertimbun tanah,Humaskeblama1,Thu Feb 29 07:27:38 +0000 2024
potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi akses jalan,Humaspolresbkl1,Thu Feb 29 07:27:30 +0000 2024
polisi lakukan evakuasi ibu yg terjebak macet karen longsor terjadi wilayah lampung barat berperan negeri,saracakeee,Thu Feb 29 07:27:30 +0000 2024
tanah longsor wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait gotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah wujud nyata berperan negeri,parkgodjisung,Thu Feb 29 07:27:25 +0000 2024
masyarakat terdampak longsor lampung barat evakuasi tnipolri berperan untuknegeri,zzuuliarahmaww,Thu Feb 29 07:27:21 +0000 2024
tinggi terutama daerah berdekatan bantaran sungai akibatnya aliran air deras cepat masuk pemukiman warga personel polri sigap melaksanakan proses evakuasi menggunakan perlengkapan darurat bahkan kegelapan malam tindakan,POLSEK_JOHAR,Thu Feb 29 07:27:08 +0000 2024
humas polsek johar baru polres metro jakarta pusat polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan,POLSEK_JOHAR,Thu Feb 29 07:27:07 +0000 2024
terjadinya longsor kabupaten lawu sulawesi selatan jajaran tni beserta polri membantu evakuasi masyarakat berperan untuknegeri,ttiaarwiyayoa,Thu Feb 29 07:26:27 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan,PareparePolres,Thu Feb 29 07:25:58 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi,kuansing_humas,Thu Feb 29 07:25:29 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan,BckPolsek,Thu Feb 29 07:24:55 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan,BckPolsek,Thu Feb 29 07:24:31 +0000 2024
tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,Lalunalilii,Thu Feb 29 07:24:25 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan,PareparePolres,Thu Feb 29 07:24:22 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan,polsekujung_,Thu Feb 29 07:24:21 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan,polsekujung_,Thu Feb 29 07:24:13 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan,POLSEKKPN1,Thu Feb 29 07:24:11 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban,Polsek_Kalidoni,Thu Feb 29 07:24:07 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan,POLSEKKPN1,Thu Feb 29 07:23:54 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,PolisiPalemban3,Thu Feb 29 07:23:33 +0000 2024
tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah wujud nyata,polsek_skjd,Thu Feb 29 07:23:23 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan,sek_soreang,Thu Feb 29 07:23:21 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,HPolresttu,Thu Feb 29 07:23:20 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan,sek_soreang,Thu Feb 29 07:23:03 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,polsekkalasan,Thu Feb 29 07:22:55 +0000 2024
respect bgt dah sama polisi yg membantu proses evakuasi warga yg sakit rs terimakasih pak polisi berperan negeri,ArdaArilo,Thu Feb 29 07:22:54 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,humas_polda_ntt,Thu Feb 29 07:22:24 +0000 2024
potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi akses jalan,kuansing_humas,Thu Feb 29 07:22:05 +0000 2024
